,"Wayne-Sanderson Farms at Union Springs, AL",,,,,,,,,,,,,,,3/12/2025,,,,,,,,,,,,,,,,,,,,,
,C-38,1,ea.,,Boneless Breast Incline Conveyor,,breast,,,,"1/4"" SS","12""","24"" / 102""","6""",60,"18'-1"" (h)",49 ft,S800 OHFT,Acetal,White,"4""","12""","1.3""",75.6,Y,"5.2""","5.2""",EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"[21'-7""]",,,,,Scoop,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-39,1,ea.,,Boneless Breast Grading Conveyor,,breast,,,,"1/4"" SS","18""","42""","2""",0,"11'-0""",27 ft,S800 PFFT,Acetal,White,N/A,N/A,N/A,60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,perforated ,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-40,1,ea.,,Boneless Breast Grading Conveyor,,breast,,,,"1/4"" SS","18""","42""","2""",0,"10'-0""",25 ft,S800 PFFT,Acetal,White,N/A,N/A,N/A,60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,perforated ,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-41,1,ea.,,Boneless Breast Incline Conveyor,,breast,,,,"1/4"" SS","12""","18"" / 122""","6""",60,"10'-2"" (h)",34 ft,S800 OHFT,Acetal,White,"4""","12""","1.3""",75.6,Y,"5.2""","5.2""",EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"[14'-6""]",,,,,scoop,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-42,1,ea.,,Boneless Breast Incline Conveyor,,breast,,,,"1/4"" SS","12""","24"" / 144""","6""",85,"18'-7"" (h)",57 ft,S800 OHFT,Acetal,White,"4""","12""","1.3""",75.6,Y,5.2,5.2,EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"26'-0""",,,,,scoop,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-43,1,ea.,,Carcass Incline Conveyor,,carcass,,,,"1/4"" SS","18""","18' / 144""","6""",70,"34'-2"" (h)",85 ft,S800 OHFT,Acetal,White,"6""","12""","1.3""",76.7,Y,"6.5""","6.5""",EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"38'-9""",,,,,scoop,,,,,,,,[38.872],K343,2 HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-44,1,ea.,,OH Boneless Breast to Combo Conveyor,,breast,,,,"1/4"" SS","12""","108"" / 156""","4""",35,"39'-0"" 9h)",86 ft,S800 OHFT,Acetal,White,"3""","12""","1.3""",75.6,Y,5.2,5.2,EZ Clean,32:1,Sterling ,Sterling,Common ,,,,,
,,,,,,,,,,,,,,,,"[40'-3""]",,,,,streamline,,,,,,,,[31.539],K343,1HP,Frame w/ C45,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-45,1,ea.,,OH Boneless Dark Meat to Combo Conveyor,,thigh meat,,,,"1/4"" SS","12""","108' / 156""","4""",35,"51'-6"" (h)",111 ft,S800 OHFT,Acetal,White,"3""","12""","1.3""",75.6,Y,5.2,5.2,EZ Clean,32:1,Sterling ,Sterling,Common ,,,,,
,,,,,,,,,,,,,,,,"[52'-9""]",,,,,streamline,,,,,,,,[31.539],K343,1HP,Frame w/ C44,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-46,1,ea.,,Full Box Accumulating Conveyor,,boxes,,,,"1/4"" SS","18""","30""","1""",0,"34'-2""",74 ft,S800 RT,Acetal,Grey,N/A,N/A,N/A,60,Y,"6.5""","6.5""",EZ Clean,50:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,roller top,,,,,,,,,,,[49.347],K343,2HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-47,1,ea.,,Full Box Radius Conveyor,,boxes,,,,"1/4"" SS","18""","30""","1""",0,"10'-10"" (h)",77 ft,S3000 MT,Acetal,Grey,N/A,N/A,N/A,60,Y,5.2,5.2,UHMW-PE,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"36'-4""",,,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-48,1,ea.,,Full Box Incline Conveyor,,boxes,,,,"1/4"" SS","18""","30"" / 45""","2""",15,"8'-6"" (h)",23 ft,S1400 SQFT,PP,Grey,N/A,N/A,N/A,60,Y,"5,1""","5.1""",GFN,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"9'-0""",,square friction,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-49,1,ea.,,Full Box Radius Conveyor,,boxes,,,,"1/4"" SS","18""","30""","1""",0,"9'-3"" (h)",46 ft,S3000 MT,Acetal,Grey,N/A,N/A,N/A,60,Y,5.2,5.2,UHMW-PE,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"[11'-3""]",,Mesh Top,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-50,1,ea.,,Full Box Radius Offset Conveyor,,boxes,,,,"1/4"" SS","18""","15""","1""",0,"16'-6"" (h)",74 ft,S3000 MT,Acetal,Grey,N/A,N/A,N/A,60,Y,5.2,5.2,UHMW-PE,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"27'-8""",,Mesh Top,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-51,1,ea.,,Full Box Incline Conveyor,,boxes,,,,"1/4"" SS","18""","15"" / 31""","2""",15,"5'-0"" (h)",16 ft,S1400 SQFT,PP,Grey,N/A,N/A,N/A,60,Y,"5,1""","5.1""",GFN,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"5'-6""",,square friction,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-52,1,ea.,,Full Box Incline Conveyor,,boxes,,,,"1/4"" SS","18""","15"" / 31""","2""",15,"5'-0"" (h)",16 ft,S1400 SQFT,PP,Grey,N/A,N/A,N/A,60,Y,"5,1""","5.1""",GFN,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"5'-6""",,square friction,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-53,1,ea.,,Full Box Radius Offset Conveyor,,boxes,,,,"1/4"" SS","18""","30""","1""",0,"19'-3"" (h)",90 ft,S3000 MT,Acetal,Grey,N/A,N/A,N/A,60,Y,5.2,5.2,UHMW-PE,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"22'-6""",,Mesh Top,,,,,,,,,,,[38.872],K343,2HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-54,1,ea.,,Full Box Radius Offset Conveyor,,boxes,,,,"1/4"" SS","18""","30""","1""",0,"29'-7"" (h)",135 ft,S3000 MT,Acetal,Grey,N/A,N/A,N/A,60,Y,5.2,5.2,UHMW-PE,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,"33'-8""",,Mesh Top,,,,,,,,,,,[38.872],K343,2HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-55,1,ea.,,Full Box Accumulating Conveyor,,boxes,,,,"1/4"" SS","18""","30""","1""",0,"25'-0"" ",55 ft,S800 RT,Acetal,Grey,N/A,N/A,N/A,60,Y,"6.5""","6.5""",EZ Clean,50:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[49.347],K343,2HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-56,1,ea.,,Full Box Accumulating Conveyor,,boxes,,,,"1/4"" SS","18""","30""","1""",0,"30'-0"" ",65 ft,S800 RT,Acetal,Grey,N/A,N/A,N/A,60,Y,"6.5""","6.5""",EZ Clean,50:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[49.347],K343,2HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-57,1,ea.,,Full Box Accumulating Conveyor,,boxes,,,,"1/4"" SS","18""","30""","1""",0,"20'-0""",45 ft,S800 RT,Acetal,Grey,N/A,N/A,N/A,60,Y,"6.5""","6.5""",EZ Clean,50:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[49.347],K343,2HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-58,1,ea.,,OH Boneless Dark Meat Transfer Conveyor,,thigh meat,,,,"1/4"" SS","12""","132""","4""",0,"16'-9""",39 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,75.6,Y,5.2,5.2,EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-59,1,ea.,,OH Boneless Dark Meat Transfer Conveyor,,thigh meat,,,,"1/4"" SS","12""","106""","4""",0,"10'-6""",26 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,75.6,Y,5.2,5.2,EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-60,1,ea.,,OH Boneless Breast Meat Transfer Conveyor,,breast,,,,"1/4"" SS","12""","132""","4""",0,"8'-6""",22 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,75.6,Y,5.2,5.2,EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C-61,1,ea.,,OH Boneless Breast Meat Transfer Conveyor,,breast,,,,"1/4"" SS","12""","106""","4""",0,"30'-0""",65 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,75.6,Y,5.2,5.2,EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P-01,1,ea.,,Drum Conveyor Access Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P-02,1,ea.,,Tender and Wing Conveyor Access Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P-03,1,ea.,,Thigh Meat Conveyor Access Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P-04,1,ea.,,Debone Recirculating Conveyor Access Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-201,1,ea.,,Whole Bird Feed Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-202,1,ea.,,Whole Bird Feed Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-203,7,ea.,,Chiller Discharge Dewatering Chute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DELETED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-204A,3000,ft,,"Pipe Sch 40 1-1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-204B,660,ft,,"Angle Iron 3"" x 3"" x 1/4"" SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-204C,400,ft,,"Angle Iron 2"" x 2"" x 1/4"" SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-204D,200,ea.,,"Prestress Clips 2"" x 6"" x 3/16"" SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-204E,200,ea.,,"Hilti Anchor SS 1/2"" x 2-3/4"" KB3*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-204F,60,ft,,"Flat Bar SS 2"" x 1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-204G,200,ft,,"SS Weld Tab Material 12""W x 6"" Center Tab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-204H,2,ea.,,"12 GA sheet SS 48"" x 120""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-205,1,lot,,Stainless steel for chutes & transitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-206,12,ea.,,Box Packing Tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-207,1,lot,,Empty Box Components,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-208,1,ea.,,Whole Bird Double Conelines,,wogs,,,,"1/4"" SS","4""","49""",N/A,N/A,"96'-9""",198 ft,AMW-Rexnord 815,SS,SS,"9""",N/A,N/A,28.343,Y,5.089,5.089,40:1,80:1,Sterling ,Sterling,28 BPM,,,,,
,,,,,,,,,,,,,,,,shaft to shaft,,SS table top chain,,,,,,FPM,,,,[38.872],[82.325],K363,2 HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DF-208A,1,ea.,,Whole Bird Double Conelines,,wogs,,,,"1/4"" SS","4""","49""",N/A,N/A,"96'-9""",198 ft,AMW-Rexnord 815,SS,SS,"9""",N/A,N/A,28.343,Y,5.089,5.089,40:1,80:1,Sterling ,Sterling,28 BPM,,,,,
,,,,,,,,,,,,,,,,shaft to shaft,,SS table top chain,,,,,,FPM,,,,[38.872],[82.325],K363,2 HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-01,1,ea.,,Boneless Dark Meat Transfer Conveyor,,thigh meat,,,,"1/4"" SS","12""","102""","4""",0,"9'-6""",24 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,75.6,Y,"5.2""","5.2""",EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-02,1,ea.,,Boneless Breast Transfer Conveyor,,breast,,,,"1/4"" SS","18""","32"" / 41""","4""",5,"78'-8"" (h)",163 ft,S1600 OHFT,Acetal,White,N/A,N/A,N/A,59.5,Y,6.4,3.9,EZ Clean,50:1,Sterling ,Sterling,Center Drive,,,,,
,,,,,,,,,,,,,,,,"[78'-9""]",,,,,,,,,,,,,[49.347],K343,1HP,w/ bullet-nose,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-03,1,ea.,,Boneless Breast Transfer Conveyor,,breast,,,,"1/4"" SS","18""","32"" / 41""","4""",5,"78'-8"" (h)",163 ft,S1600 OHFT,Acetal,White,N/A,N/A,N/A,59.5,Y,6.4,3.9,EZ Clean,50:1,Sterling ,Sterling,Center Drive,,,,,
,,,,,,,,,,,,,,,,"[78'-9""]",,,,,,,,,,,,,[49.347],K343,1HP,w/ bullet-nose,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-04,1,ea.,,Boneless Drum Incline Conveyor,,drum,,,,"1/4"" SS","12""","58"" / 132""","5""",50,"17'-10"" (h) ",46 ft,S800 OHFT,Acetal,White,"4""","12""","1.3""",60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,meat,,,,,,,,,"20'-7""",,,,,streamline,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-05,1,ea.,,Boneless Drum Incline Conveyor,,drum,,,,"1/4"" SS","12""","58"" / 132""","5""",50,"17'-10"" (h) ",46 ft,S800 OHFT,Acetal,White,"4""","12""","1.3""",60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,meat,,,,,,,,,"20'-7""",,,,,streamline,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-06,1,ea.,,Boneless Drum Incline Conveyor,,drum,,,,"1/4"" SS","12""","108"" / 126""","4""",35,"16'-6"" (h) ",40 ft,S800 OHFT,Acetal,White,"3""","12""","1.3""",60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,meat,,,,,,,,,"17'-4""",,,,,streamline,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-07,1,ea.,,Boneless Drum Incline Conveyor,,drum,,,,"1/4"" SS","12""","102"" / 132""","4""",30,"52'-6"" (h) ",120 ft,S800 OHFT,Acetal,White,"3""","12""","1.3""",75.6,Y,"5.2""","5.2""",EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,meat,,,,,,,,,"57'-5""",,,,,streamline,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-08,1,ea.,,Common Drum Transfer Conveyor,,drum,,,,"1/4"" SS","18""","90""","4""",0,"4'-6"" ",14 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,75.6,Y,"5.2""","5.2""",EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,meat,,,,,,,,,,,,,,,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-09,1,ea.,,Boneless Dark Meat Incline Conveyor,,thigh,,,,"1/4"" SS","18""","24"" / 96""","5""",70,"5'-8"" (h)",26 ft,S800 OHFT,Acetal,White,"4""","12""","1.3""",75.6,Y,"5.2""","5.2""",EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,meat,,,,,,,,,"10'-4""",,,,,scoop,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-10,1,ea.,,Boneless Dark Meat Transfer Conveyor,,thigh,,,,"1/4"" SS","8""","74""","4""",0,"4'-0"" ",13 ft,S1600 OHFT,Acetal,White,N/A,N/A,N/A,75.5,Y,6.4,6.4,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,meat,,,,,,,,,,,,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-11,1,ea.,,Boneless Dark Meat Transfer Conveyor,,thigh,,,,"1/4"" SS","8""","74""","4""",0,"4'-0"" ",13 ft,S1600 OHFT,Acetal,White,N/A,N/A,N/A,75.5,Y,6.4,6.4,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,meat,,,,,,,,,,,,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-12,1,ea.,,Bone Conveyor,,bones,,,,"1/4"" SS","6""","45""","3""",0,"48'-3""",102 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-13,1,ea.,,Bone Conveyor,,bones,,,,"1/4"" SS","6""","45""","3""",0,"48'-3""",102 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-14,1,ea.,,Bone Conveyor,,bones,,,,"1/4"" SS","6""","45""","3""",0,"48'-3""",102 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-15,1,ea.,,Bone Conveyor,,bones,,,,"1/4"" SS","6""","45""","3""",0,"48'-3""",102 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-16,1,ea.,,Keel Bone Incline Conveyor,,keel,,,,"1/4"" SS","6""","18"" / 42""","4""",40,"19'-3"" (h) ",45 ft,S800 NT,Acetal,White,"3""","12""","1.3""",60,Y,5.2,5.2,EZ Clean,40:1,Sterling ,Sterling,,,,,,
,,,,,,,bones,,,,,,,,,"20'-0""",,nub top,,,no-cling,,,,,,,,[38.872],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-17,1,ea.,,Carcass Transfer Conveyor,,carcass,,,,"1/4"" SS","18""","120""","4""",0,"42'-3""",90 ft,S800 OHFT,Acetal,White,N/A,N/A,N/A,75.6,Y,"5.2""","5.2""",EZ Clean,32:1,Sterling ,Sterling,,,,,,
,,,,,,,frames,,,,,,,,,,,,,,,,,,,,,,[31.539],K343,1HP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X-18,1,ea.,,Wing Diverter Chute,,wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
